patent_id,title,abstract,filing_date,year
US96340463B2,Quantum Vehicle for Advanced Computing,A quantum vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2021-03-06,2021
US92533119B2,Neural Sensor for Advanced Computing,A neural sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2010-11-04,2010
US74936394B2,Robotic Network for Advanced Computing,A robotic network for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-06-04,2009
US56970041B2,Autonomous Sensor for Advanced Computing,A autonomous sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2004-05-15,2004
US87309098B2,Quantum Processor for Advanced Computing,A quantum processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2000-03-16,2000
US25657167B2,Neural Network for Advanced Computing,A neural network for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-05-20,2017
US31488615B2,Quantum Algorithm for Advanced Computing,A quantum algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-05-27,2006
US21344227B2,Quantum Processor for Advanced Computing,A quantum processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2014-11-29,2014
US53112072B2,Bio Network for Advanced Computing,A bio network for advanced computing that provides enhanced performance and efficiency in modern applications.,2022-04-15,2022
US26442032B2,Quantum Sensor for Advanced Computing,A quantum sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2021-03-04,2021
US43663990B2,Cloud System for Advanced Computing,A cloud system for advanced computing that provides enhanced performance and efficiency in modern applications.,2003-10-06,2003
US85890789B2,Bio Fabric for Advanced Computing,A bio fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-04-24,2012
US14459276B2,Cyber Processor for Advanced Computing,A cyber processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-03-29,2009
US63229725B2,Robotic Vehicle for Advanced Computing,A robotic vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2006-05-24,2006
US74284202B2,Cloud Algorithm for Advanced Computing,No abstract provided,2000-04-02,2000
US98362691B2,Bio Algorithm for Advanced Computing,A bio algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2015-12-12,2015
US69360990B2,Robotic System for Advanced Computing,A robotic system for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-09-10,2008
US93791535B2,Cyber Processor for Advanced Computing,A cyber processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2007-05-01,2007
US49648530B2,AI Device for Advanced Computing,A ai device for advanced computing that provides enhanced performance and efficiency in modern applications.,2013-04-18,2013
US27359599B2,Cyber Device for Advanced Computing,A cyber device for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-08-24,2012
US31167251B2,Cloud Network for Advanced Computing,A cloud network for advanced computing that provides enhanced performance and efficiency in modern applications.,2020-11-29,2020
US22374851B2,AI Network for Advanced Computing,A ai network for advanced computing that provides enhanced performance and efficiency in modern applications.,2019-01-24,2019
US97032790B2,Robotic Vehicle for Advanced Computing,A robotic vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-08-27,2017
US55179254B2,Robotic Network for Advanced Computing,A robotic network for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-10-23,2012
US40686575B2,Cyber Fabric for Advanced Computing,A cyber fabric for advanced computing that provides enhanced performance and efficiency in modern applications.,2021-09-11,2021
US19435907B2,Bio Algorithm for Advanced Computing,A bio algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2002-07-28,2002
US24056911B2,Neural Algorithm for Advanced Computing,A neural algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2009-02-19,2009
US31569272B2,AI Vehicle for Advanced Computing,A ai vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2022-07-29,2022
US50301491B2,Robotic Vehicle for Advanced Computing,A robotic vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2000-12-03,2000
US51508508B2,Autonomous Vehicle for Advanced Computing,A autonomous vehicle for advanced computing that provides enhanced performance and efficiency in modern applications.,2001-01-05,2001
US77380971B2,Robotic Sensor for Advanced Computing,A robotic sensor for advanced computing that provides enhanced performance and efficiency in modern applications.,2016-02-11,2016
US18703636B2,Robotic Network for Advanced Computing,A robotic network for advanced computing that provides enhanced performance and efficiency in modern applications.,2017-08-19,2017
US55880646B2,Autonomous Device for Advanced Computing,A autonomous device for advanced computing that provides enhanced performance and efficiency in modern applications.,2011-05-28,2011
US47399931B2,Blockchain System for Advanced Computing,A blockchain system for advanced computing that provides enhanced performance and efficiency in modern applications.,2001-03-19,2001
US30532351B2,Neural Device for Advanced Computing,No abstract provided,2012-04-06,2012
US51596051B2,Cloud Device for Advanced Computing,A cloud device for advanced computing that provides enhanced performance and efficiency in modern applications.,2008-01-08,2008
US64565348B2,Blockchain Algorithm for Advanced Computing,A blockchain algorithm for advanced computing that provides enhanced performance and efficiency in modern applications.,2012-04-08,2012
US66339453B2,Nano Network for Advanced Computing,A nano network for advanced computing that provides enhanced performance and efficiency in modern applications.,2000-04-27,2000
US32305283B2,Cyber Processor for Advanced Computing,A cyber processor for advanced computing that provides enhanced performance and efficiency in modern applications.,2003-01-25,2003
US39539782B2,Nano Network for Advanced Computing,No abstract provided,2006-11-21,2006
